Filename,text,scores,Category
Test100.jpg,[''],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1001.jpg,"['peopl', 'ask', 'see', 'smile', 'look', 'away', 'im', 'afraid', 'knew', 'theyd', 'fall', 'love']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1012.jpg,"['love', 'ocd', 'aie', 'al', 'rao']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1022.jpg,"['love', '']","{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6369}",Positive
Test103.jpg,[''],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
Test105.jpg,"['n', 'si']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test107.jpg,"['lesbianvenom', 'lesbianvenom', 'straighten', 'worth', 'ur', 'money', 'use', 'one', 'three', 'week', 'still', 'definit', 'lesbian', 'year', 'live', 'far', 'best', 'joke', 'ever']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test1071.jpg,"['eee', 'mu', 'walla', 'ol', 'em', 'eat', 'nimeel', 'ie', 'live', 'societi', 'standard', 'deep', 'wish', 'courag', 'gay', 'proud', 'quot', 'wwwgeckoandflycom', 'es']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test108.jpg,"['trase', 'outcom', 'percept', 'attitud', 'audienc', 'toward', 'major', 'believ', 'portray', 'lgbt', 'commundi', 'indian', 'movi', 'montli', 'neg', 'whale', 'western', 'movi', 'ponit', 'und', 'precis', 'even', 'though', 'neg', 'putray', 'loobt', 'theme', 'indian', 'cinema', 'point', 'improv', 'made', 'ach', 'pod', 'follow', 'evid', 'quot', 'particip', 'theme', 'isth', 'sourc', 'discuss', 'accur', 'portray', 'al', 'generat', 'gemor', 'wenadd', 'sari', 'portray', 'ts', 'gow', 'see', 'lgbt', 'movi', 'good', 'amd', 'ust', 'chaammna', 'simpli', 'make', 'time', 'pass', 'enerisina', 'bat', 'me', 'mace', 'efor', 'w', 'lab', 'gonad', 'old', 'move', 'wh', 'grout', 'becuas', 'mumber', 'lgbt', 'moni', 'realli', 'lgbt', 'theme', 'also', 'substanc', 'less', 'even', 'though', 'ess', 'h', 'goo', 'current', 'theme', 'refer', 'accurst', 'portray', 'lgbt', 'commun', 'movi', 'particip', 'state', 'effort', 'movi', 'make', 'actual', 'depict', 'lobt', 'life', 'pay', 'hecaus', 'ampron', 'ing', 'beth', 'content', 'portray', 'inaccur', 'portray', 'al', 'tn', 'indian', 'vie', 'wear', 'speak', 'ast', 'indian', 'move', 'mot', 'accra', 'becam', 'ave', 'mie', 'lgbtq', 'mean', 'tm', 'the', 'keanmend', 'film', 'tihimg', 'wermuan', 'tat', 'sumdchemt', 'che', 'like', 'guy', 'bt', 'ihe', 'hem', 'cam', 'your', 'krving', 'like', 'girl', 'sudden', 'ge', 'away', 'saachdenli', 'yom', 'tl', 'te', 'bike', 'within', 'second', 'tl', 'like', 'guy', 'ts', 'ever', 'promsitbl', '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Random
Test109.jpg,[''],"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",Random
